modelId,manufacturerId,modelYearFrom,modelYearTo,modelName,isPassengerCar,isCommercialVehicle,isMotorbike,isLcv,isDriverCab,IsAxle,IsEngine,isBus,isAftermarket,isTractor,isVirtualOEM
36454,3854,3/1/2016,null,124 Spider (348_),1,0,0,0,0,0,0,0,0,1,1
14669,3854,1/1/2008,null,500 / 595 / 695 (312_),1,0,0,0,0,0,0,0,0,1,1
14670,3854,9/1/2009,null,500C / 595C / 695C (312_),1,0,0,0,0,0,0,0,0,1,1
14671,3854,12/1/2007,12/31/2012,GRANDE PUNTO (199_),1,0,0,0,0,0,0,0,0,1,1
38287,3854,7/1/2008,2/29/2012,PUNTO EVO (199_),1,0,0,0,0,0,0,0,0,1,1
14673,3854,3/1/2012,null,PUNTO (199_),1,0,0,0,0,0,0,0,0,1,1
14674,3854,11/1/1981,12/31/1987,RITMO (138A_),1,0,0,0,0,0,0,0,0,1,1
4207,609,1/1/1979,12/31/1986,ME,1,0,0,0,0,0,0,0,0,1,0
4208,609,1/1/1967,12/31/1974,428 Fastback,1,0,0,0,0,0,0,0,0,1,0
4209,609,1/1/1965,12/31/1974,428 Convertible,1,0,0,0,0,0,0,0,0,1,1
4210,609,1/1/1995,10/31/1998,ACE,1,0,0,0,0,0,0,0,0,1,1
4211,609,10/1/1998,null,ACE,1,0,0,0,0,0,0,0,0,1,1
4212,609,1/1/1992,12/31/2001,ACECA,1,0,0,0,0,0,0,0,0,1,1
4213,609,1/1/1990,null,COBRA Mk IV (291N),1,0,0,0,0,0,0,0,0,1,1
5953,1505,10/1/1996,9/30/2003,CL Coupe,1,0,0,0,0,0,0,0,0,1,0
30003,1505,9/1/2005,12/31/2010,CSX Saloon,1,0,0,0,0,0,0,0,0,1,0
30004,1505,9/1/1996,12/31/2000,EL Saloon,1,0,0,0,0,0,0,0,0,1,0
34906,1505,9/1/2000,12/31/2005,EL Saloon,1,0,0,0,0,0,0,0,0,1,0
4401,1505,1/1/1985,12/31/1990,INTEGRA Saloon,1,0,0,0,0,0,0,0,0,1,0
6041,1505,10/1/1990,12/31/1993,INTEGRA Saloon,1,0,0,0,0,0,0,0,0,1,0
6043,1505,10/1/1993,9/30/2001,INTEGRA Saloon,1,0,0,0,0,0,0,0,0,1,0
4402,1505,1/1/1985,12/31/1990,INTEGRA Hatchback,1,0,0,0,0,0,0,0,0,1,0
6040,1505,10/1/1990,9/30/1993,INTEGRA Hatchback,1,0,0,0,0,0,0,0,0,1,0
6042,1505,10/1/1993,9/30/2001,INTEGRA Hatchback,1,0,0,0,0,0,0,0,0,1,0
4403,1505,1/1/1985,12/31/1990,INTEGRA Coupe,1,0,0,0,0,0,0,0,0,1,0
6044,1505,9/1/1993,9/30/2001,INTEGRA Coupe,1,0,0,0,0,0,0,0,0,1,0
10242,1505,9/1/2012,null,ILX Saloon,1,0,0,0,0,0,0,0,0,1,0
4404,1505,1/1/1986,8/31/1991,LEGEND,1,0,0,0,0,0,0,0,0,1,0
4405,1505,1/1/1987,8/31/1991,LEGEND Coupe,1,0,0,0,0,0,0,0,0,1,0
4406,1505,8/1/1991,8/31/1996,LEGEND II,1,0,0,0,0,0,0,0,0,1,0
4407,1505,8/1/1991,8/31/1996,LEGEND II Coupe,1,0,0,0,0,0,0,0,0,1,0
6092,1505,8/1/2000,4/30/2006,MDX (YD1),1,0,0,0,0,0,0,0,0,1,0
10059,1505,4/1/2006,null,MDX (YD2),1,0,0,0,0,0,0,0,0,1,0
12814,1505,6/1/2013,null,MDX (YD3),1,0,0,0,0,0,0,0,0,1,0
4409,1505,1/1/1990,12/31/2005,NSX,1,0,0,0,0,0,0,0,0,1,0
4410,1505,1/1/1995,12/31/1997,NSX Targa (NA1),1,0,0,0,0,0,0,0,0,1,0
36530,1505,5/1/2016,null,NSX,1,0,0,0,0,0,0,0,0,0,0
7385,1505,4/1/2006,12/31/2012,RDX,1,0,0,0,0,0,0,0,0,1,0
10307,1505,1/1/2012,null,RDX,1,0,0,0,0,0,0,0,0,1,0
6123,1505,10/1/1995,9/30/2004,RL,1,0,0,0,0,0,0,0,0,1,0
6124,1505,10/1/2004,null,RL,1,0,0,0,0,0,0,0,0,1,0
11775,1505,6/1/2013,null,RLX,1,0,0,0,0,0,0,0,0,1,0
6129,1505,10/1/2001,null,RSX Coupe (DC_),1,0,0,0,0,0,0,0,0,1,0
6153,1505,11/1/1995,9/30/1999,SLX,1,0,0,0,0,0,0,0,0,1,0
6180,1505,6/1/1995,9/30/1998,TL,1,0,0,0,0,0,0,0,0,1,0
6181,1505,10/1/1998,9/30/2003,TL,1,0,0,0,0,0,0,0,0,1,0
6182,1505,10/1/2003,11/30/2012,TL (UC_),1,0,0,0,0,0,0,0,0,1,0
10306,1505,1/1/2009,null,TL (UA8/ UA9),1,0,0,0,0,0,0,0,0,1,0
13181,1505,7/1/2014,null,TLX,1,0,0,0,0,0,0,0,0,1,0
6190,1505,10/1/2003,12/31/2008,TSX (CL_),1,0,0,0,0,0,0,0,0,1,0
10305,1505,1/1/2009,null,TSX (CU_),1,0,0,0,0,0,0,0,0,1,0
13020,1505,1/1/2009,null,TSX Estate (CW_),1,0,0,0,0,0,0,0,0,1,0
6207,1505,9/1/1991,9/30/1994,VIGOR,1,0,0,0,0,0,0,0,0,1,0
11379,1505,1/1/2010,null,ZDX,1,0,0,0,0,0,0,0,0,1,0
36930,4593,7/1/2016,null,CDX,1,0,0,0,0,0,0,0,0,1,0
38386,4593,12/1/2017,null,TLX-L,1,0,0,0,0,0,0,0,0,0,0
38691,5063,1/1/2006,null,AD,1,0,1,0,0,0,0,0,0,1,1
38692,5063,1/1/2010,null,N,1,0,1,0,0,0,0,0,0,1,1
38693,5063,1/1/2010,null,R,1,0,1,0,0,0,0,0,0,1,1
38431,4330,1/1/2006,null,AIR TEC,1,0,1,0,0,0,0,0,0,1,1
36688,4330,1/1/2007,null,CAT,1,0,1,0,0,0,0,0,0,1,1
36689,4330,1/1/2007,null,FOX,1,0,1,0,0,0,0,0,0,0,0
36690,4330,1/1/2008,null,JET,1,0,1,0,0,0,0,0,0,0,0
36691,4330,1/1/2008,null,NOBLE,1,0,1,0,0,0,0,0,0,0,0
36692,4330,1/1/2007,null,PANTHER,1,0,1,0,0,0,0,0,0,0,0
36693,4330,1/1/2007,null,SILVER FOX,1,0,1,0,0,0,0,0,0,0,0
36694,4330,1/1/2007,null,SUPERSONIC,1,0,1,0,0,0,0,0,0,0,0
36695,4330,1/1/2007,null,THUNDER BIKE,1,0,1,0,0,0,0,0,0,0,0
14886,4455,1/1/2015,null,9AO,0,0,0,0,0,1,0,0,0,0,1
14860,4455,1/1/2015,null,A30,0,0,0,0,0,1,0,0,0,1,1
14859,4455,1/1/2015,null,A35,0,0,0,0,0,1,0,0,0,1,1
14861,4455,1/1/2015,null,A40,0,0,0,0,0,1,0,0,0,1,1
14862,4455,1/1/2015,null,A45,0,0,0,0,0,1,0,0,0,0,1
14866,4455,1/1/2015,null,A50,0,0,0,0,0,1,0,0,0,1,1
14867,4455,1/1/2015,null,A55,0,0,0,0,0,1,0,0,0,1,1
14868,4455,1/1/2015,null,A60,0,0,0,0,0,1,0,0,0,1,1
14871,4455,1/1/2015,null,A70,0,0,0,0,0,1,0,0,0,1,1
14878,4455,1/1/2015,null,A80,0,0,0,0,0,1,0,0,0,1,1
14880,4455,1/1/2015,null,A90,0,0,0,0,0,1,0,0,0,1,1
14883,4455,1/1/2015,null,AA0,0,0,0,0,0,1,0,0,0,1,1
14887,4455,1/1/2015,null,AA1,0,0,0,0,0,1,0,0,0,1,1
14913,4455,1/1/2015,null,AA4,0,0,0,0,0,1,0,0,0,1,1
14890,4455,1/1/2015,null,AA5,0,0,0,0,0,1,0,0,0,1,1
14865,4455,1/1/2015,null,AE5,0,0,0,0,0,1,0,0,0,1,1
14888,4455,1/1/2015,null,AR2,0,0,0,0,0,1,0,0,0,1,1
14869,4455,1/1/2015,null,AR4,0,0,0,0,0,1,0,0,0,1,1
14872,4455,1/1/2015,null,AR5,0,0,0,0,0,1,0,0,0,1,1
14889,4455,1/1/2015,null,ARA,0,0,0,0,0,1,0,0,0,1,1
14879,4455,1/1/2015,null,AS1,0,0,0,0,0,1,0,0,0,1,1
14884,4455,1/1/2015,null,AS2,0,0,0,0,0,1,0,0,0,1,1
14873,4455,1/1/2015,null,AS3,0,0,0,0,0,1,0,0,0,0,1
14893,4455,1/1/2015,null,AS5,0,0,0,0,0,1,0,0,0,1,1
14874,4455,1/1/2015,null,B0E,0,0,0,0,0,1,0,0,0,1,1
14875,4455,1/1/2015,null,B0S,0,0,0,0,0,1,0,0,0,1,1
14876,4455,1/1/2015,null,B1A,0,0,0,0,0,1,0,0,0,1,1
14877,4455,1/1/2015,null,B1S,0,0,0,0,0,1,0,0,0,1,1
14881,4455,1/1/2015,null,B59,0,0,0,0,0,1,0,0,0,1,1
14882,4455,1/1/2015,null,B5A,0,0,0,0,0,1,0,0,0,1,1
14911,4455,1/1/2015,null,B5S,0,0,0,0,0,1,0,0,0,1,1
14928,4455,1/1/2015,null,B90,0,0,0,0,0,1,0,0,0,1,1
14929,4455,1/1/2015,null,BJS,0,0,0,0,0,1,0,0,0,1,1
14885,4455,1/1/2015,null,BM9,0,0,0,0,0,1,0,0,0,1,1
14930,4455,1/1/2015,null,BMA,0,0,0,0,0,1,0,0,0,1,1
14931,4455,1/1/2015,null,BMS,0,0,0,0,0,1,0,0,0,1,1
14932,4455,1/1/2015,null,BPS,0,0,0,0,0,1,0,0,0,1,1
14892,4455,1/1/2015,null,BRE,0,0,0,0,0,1,0,0,0,1,1
14933,4455,1/1/2015,null,BRS,0,0,0,0,0,1,0,0,0,1,1
14934,4455,1/1/2015,null,BTR,0,0,0,0,0,1,0,0,0,1,1
14891,4455,1/1/2015,null,BTS,0,0,0,0,0,1,0,0,0,1,1
14935,4455,1/1/2015,null,BWR,0,0,0,0,0,1,0,0,0,1,1
14936,4455,1/1/2015,null,BWS,0,0,0,0,0,1,0,0,0,1,1
14937,4455,1/1/2015,null,BXE,0,0,0,0,0,1,0,0,0,0,1
11502,1,1/1/1989,null,TT,0,1,0,0,0,0,0,0,0,1,1
36701,4331,1/1/2013,null,CO-IN,1,0,1,0,0,0,0,0,0,0,0
91000,4331,null,null,AERO,1,0,1,0,0,0,0,0,0,0,1
91003,4331,null,null,ELITE,1,0,1,0,0,0,0,0,0,0,1
14545,4331,2/1/2011,null,ELITE,1,0,1,0,0,0,0,0,0,1,1
14544,4331,2/1/2011,null,URBAN,1,0,1,0,0,0,0,0,0,1,1
36700,4331,1/1/2012,null,MY,1,0,1,0,0,0,0,0,0,1,1
14315,1033,1/1/2001,12/31/2009,DT Series,0,1,0,0,0,0,0,0,0,1,1
14496,4391,1/1/2005,null,SERIE 6,0,1,0,0,0,0,0,0,0,1,0
14591,128,1/1/1982,12/31/1998,1-Series,0,1,0,0,0,0,0,0,0,1,0
14237,128,1/1/2002,12/31/2011,FURGOVAN Box,1,0,0,0,0,0,0,0,0,1,0
14656,128,1/1/1994,12/31/2004,4-Series,0,1,0,0,0,0,0,0,0,1,0
14236,128,7/1/2006,null,MARRUA,1,0,0,0,0,0,0,0,0,1,0
14235,128,1/1/2005,null,MARRUA Pickup,1,0,0,0,0,0,0,0,0,1,0
14657,128,1/1/1994,12/31/2004,5-Series,0,1,0,0,0,0,0,0,0,1,0
14595,128,4/1/2000,6/30/2012,6-Series,0,1,0,0,0,0,0,0,0,1,0
36535,128,1/1/1982,9/30/1985,TX,1,0,0,0,0,0,0,0,0,0,0
14600,128,5/1/1993,6/30/2012,7-Series,0,1,0,0,0,0,0,0,0,1,0
14602,128,7/1/1997,12/31/2011,8-Series,0,1,0,0,0,0,0,0,0,1,0
36663,128,3/1/2005,null,8-Series Bus,0,1,0,0,0,0,0,0,0,1,0
14603,128,10/1/2003,12/31/2011,9-Series,0,1,0,0,0,0,0,0,0,1,0
37047,128,10/1/2003,null,9-Series Bus,0,1,0,0,0,0,0,0,0,1,0
14604,128,1/1/2012,null,10-Series,0,1,0,0,0,0,0,0,0,1,0
37048,128,4/1/2003,null,10-Series Bus,0,1,0,0,0,0,0,0,0,1,0
36664,128,null,null,12-Series Bus,0,1,0,0,0,0,0,0,0,1,0
14605,128,8/1/2004,12/31/2011,13-Series,0,1,0,0,0,0,0,0,0,1,0
14606,128,1/1/2012,null,14-Series,0,1,0,0,0,0,0,0,0,1,0
36662,128,3/1/2005,null,15-Series Bus,0,1,0,0,0,0,0,0,0,1,0
36668,128,1/1/2012,null,17-Series Bus,0,1,0,0,0,0,0,0,0,1,0
38281,128,1/1/2005,null,27-Series-Bus,0,1,0,0,0,0,0,0,0,0,0
37014,128,1/1/2016,null,ARMORED,0,1,0,0,0,0,0,0,0,1,0
37016,128,1/1/2016,null,MICROBUS,0,1,0,0,0,0,0,0,0,1,0
36661,128,1/1/1992,8/31/2001,STARK,0,1,0,0,0,0,0,0,0,1,0
36669,128,3/1/2004,11/30/2007,VOLARE,0,1,0,0,0,0,0,0,0,1,0
37017,128,1/1/2016,null,MIDIBUS,0,1,0,0,0,0,0,0,0,1,0
14024,4238,1/1/1993,1/31/1999,CANYON,1,0,1,0,0,0,0,0,0,1,0
13993,4238,1/1/1997,12/31/1999,CITY,1,0,1,0,0,0,0,0,0,1,0
13991,4238,1/1/1986,12/31/1998,DAKAR,1,0,1,0,0,0,0,0,0,1,0
13986,4238,1/1/1985,12/31/1997,ELEFANT,1,0,1,0,0,0,0,0,0,0,0
14025,4238,1/1/1985,12/31/1998,ELEFANTRE,1,0,1,0,0,0,0,0,0,1,0
13995,4238,1/1/1998,12/31/2000,FORCE,1,0,1,0,0,0,0,0,0,1,0
13996,4238,1/1/1998,12/31/1998,LEGION,1,0,1,0,0,0,0,0,0,1,0
14026,4238,1/1/1993,12/31/1999,MONSTER,1,0,1,0,0,0,0,0,0,0,0
14218,4238,1/1/1995,12/31/2001,ROADSTER,1,0,1,0,0,0,0,0,0,0,0
13987,4238,1/1/1988,12/31/1997,SST,1,0,1,0,0,0,0,0,0,0,0
13988,4238,1/1/1986,12/31/1995,STX,1,0,1,0,0,0,0,0,0,0,0
36696,4238,1/1/1994,12/31/1994,SUPER CITY,1,0,1,0,0,0,0,0,0,1,0
14146,4238,1/1/1990,12/31/1994,SXT,1,0,1,0,0,0,0,0,0,0,0
13992,4238,1/1/1998,12/31/1998,TCHAU,1,0,1,0,0,0,0,0,0,0,0
14147,4238,1/1/1993,12/31/1999,W,1,0,1,0,0,0,0,0,0,0,0
13989,4238,1/1/1993,12/31/1997,WR,1,0,1,0,0,0,0,0,0,1,0
13990,4238,1/1/1986,12/31/1997,WXT,1,0,1,0,0,0,0,0,0,0,0
6711,1480,10/1/1996,null,400,1,0,0,0,0,0,0,0,0,1,0
6707,1480,12/1/1997,7/31/2005,500,1,0,0,0,0,0,0,0,0,1,1
6708,1480,1/1/2005,null,A.721,1,0,0,0,0,0,0,0,0,1,1
6709,1480,1/1/2005,null,A.741,1,0,0,0,0,0,0,0,0,1,1
6710,1480,1/1/2005,null,A.751,1,0,0,0,0,0,0,0,0,1,1
11661,1480,1/1/2012,null,CITY,1,0,0,0,0,0,0,0,0,1,1
11663,1480,1/1/2012,null,COUPE,1,0,0,0,0,0,0,0,0,1,0
9871,1480,10/1/2005,null,CROSSLINE,1,0,0,0,0,0,0,0,0,1,1
11659,1480,1/1/2012,null,CROSSOVER,1,0,0,0,0,0,0,0,0,1,1
12868,1480,1/1/2012,null,D-TRUCK Box,1,0,0,0,0,0,0,0,0,1,1
12870,1480,1/1/2012,null,D-TRUCK Pickup,1,0,0,0,0,0,0,0,0,1,1
12871,1480,1/1/2012,null,D-TRUCK Platform/Chassis,1,0,0,0,0,0,0,0,0,1,1
11660,1480,1/1/2012,null,GTO,1,0,0,0,0,0,0,0,0,1,0
36902,1480,9/1/2003,null,MEGA,1,0,0,0,0,0,0,0,0,1,1
13963,1480,9/1/2009,7/31/2012,ROADLINE,1,0,0,0,0,0,0,0,0,1,1
11664,1480,4/1/2007,null,SCOUTY Convertible,1,0,0,0,0,0,0,0,0,1,1
11241,2,3/1/2013,null,4C (960_),1,0,0,0,0,0,0,0,0,1,1
13239,2,10/1/2014,null,4C SPIDER (961_),1,0,0,0,0,0,0,0,0,1,1
309,2,4/1/1979,12/31/1986,6 (119_),1,0,0,0,0,0,0,0,0,1,1
9069,2,1/1/2007,10/31/2009,8C (920_),1,0,0,0,0,0,0,0,0,1,1
9071,2,1/1/2008,10/31/2010,8C SPIDER (920_),1,0,0,0,0,0,0,0,0,1,1
291,2,5/1/1983,12/31/1993,33 (905_),1,0,0,0,0,0,0,0,0,1,1
300,2,1/1/1984,12/31/1989,33 Sportwagon (905A_),1,0,0,0,0,0,0,0,0,1,1
295,2,1/1/1990,9/30/1994,33 (907A_),1,0,0,0,0,0,0,0,0,1,1
305,2,1/1/1990,9/30/1994,33 Sportwagon (907B_),1,0,0,0,0,0,0,0,0,1,1
312,2,5/1/1985,12/31/1992,75 (162B_),1,0,0,0,0,0,0,0,0,1,1
316,2,9/1/1984,11/30/1987,90 (162_),1,0,0,0,0,0,0,0,0,1,1
278,2,7/1/1994,1/31/2001,145 (930_),1,0,0,0,0,0,0,0,0,1,1
1321,2,12/1/1994,1/31/2001,146 (930_),1,0,0,0,0,0,0,0,0,1,1
4735,2,11/1/2000,3/31/2010,147 (937_),1,0,0,0,0,0,0,0,0,1,1
282,2,1/1/1992,12/31/1997,155 (167_),1,0,0,0,0,0,0,0,0,1,1
2053,2,9/1/1997,9/30/2005,156 (932_),1,0,0,0,0,0,0,0,0,1,1
4635,2,2/1/1997,5/31/2006,156 Sportwagon (932_),1,0,0,0,0,0,0,0,0,1,1
5452,2,6/1/2005,12/31/2012,159 (939_),1,0,0,0,0,0,0,0,0,1,1
5543,2,6/1/2005,12/31/2012,159 Sportwagon (939_),1,0,0,0,0,0,0,0,0,1,1
287,2,1/1/1987,9/30/1998,164 (164_),1,0,0,0,0,0,0,0,0,1,1
3891,2,9/1/1998,6/30/2007,166 (936_),1,0,0,0,0,0,0,0,0,1,1
1818,2,3/1/1968,7/31/1975,1750-2000 (105_),1,0,0,0,0,0,0,0,0,1,1
7546,2,10/1/1950,9/30/1959,1900,1,0,0,0,0,0,0,0,0,1,1
4626,2,3/1/1974,12/31/1987,2300,1,0,0,0,0,0,0,0,0,1,0
7549,2,1/1/1962,12/31/1969,2600 Berlina,1,0,0,0,0,0,0,0,0,1,1
7547,2,1/1/1962,12/31/1966,2600 Sprint,1,0,0,0,0,0,0,0,0,1,1
7548,2,1/1/1961,12/31/1965,2600 Spider (106_),1,0,0,0,0,0,0,0,0,1,1
321,2,6/1/1972,6/30/1985,ALFASUD (901_),1,0,0,0,0,0,0,0,0,1,1
325,2,1/1/1978,12/31/1981,ALFASUD Giardinetta (904_),1,0,0,0,0,0,0,0,0,1,1
329,2,9/1/1976,12/31/1989,ALFASUD Sprint (902_),1,0,0,0,0,0,0,0,0,1,1
339,2,7/1/1974,12/31/1984,ALFETTA (116_),1,0,0,0,0,0,0,0,0,1,1
334,2,1/1/1974,1/31/1986,ALFETTA GT (116_),1,0,0,0,0,0,0,0,0,1,1
353,2,3/1/1983,12/31/1986,ARNA (920_),1,0,0,0,0,0,0,0,0,1,1
30027,2,9/1/1966,12/31/1977,BERLINA Saloon,1,0,0,0,0,0,0,0,0,1,0
5479,2,1/1/2006,6/30/2010,BRERA (939_),1,0,0,0,0,0,0,0,0,1,1
12776,2,1/1/1960,12/31/1973,FNM 2000,1,0,0,0,0,0,0,0,0,1,0
345,2,1/1/1962,12/31/1978,GIULIA (105_),1,0,0,0,0,0,0,0,0,1,1
3686,2,1/1/1962,12/31/1980,GIULIA GT,1,0,0,0,0,0,0,0,0,1,1
10217,2,3/1/1962,12/31/1966,GIULIA SPIDER (101_),1,0,0,0,0,0,0,0,0,1,1
36486,2,10/1/2015,null,GIULIA (952_),1,0,0,0,0,0,0,0,0,1,1
7551,2,1/1/1955,12/31/1962,GIULIETTA Berlina,1,0,0,0,0,0,0,0,0,1,1
7553,2,1/1/1957,12/31/1962,GIULIETTA PANORAMA,1,0,0,0,0,0,0,0,0,1,1
7550,2,1/1/1954,12/31/1962,GIULIETTA Sprint,1,0,0,0,0,0,0,0,0,1,1
7554,2,1/1/1958,12/31/1961,GIULIETTA Sprint Speciale,1,0,0,0,0,0,0,0,0,1,1
30029,2,9/1/1966,12/31/1968,GIULIA SPRINT Coupe,1,0,0,0,0,0,0,0,0,0,0
7555,2,1/1/1958,12/31/1961,GIULIETTA Coupe,1,0,0,0,0,0,0,0,0,1,1
7552,2,1/1/1955,12/31/1962,GIULIETTA Spider,1,0,0,0,0,0,0,0,0,1,1
483,2,10/1/1977,12/31/1985,GIULIETTA (116_),1,0,0,0,0,0,0,0,0,1,1
8603,2,4/1/2010,null,GIULIETTA (940_),1,0,0,0,0,0,0,0,0,1,1
536,2,3/1/1963,12/31/1977,GT (105_),1,0,0,0,0,0,0,0,0,1,1
5080,2,11/1/2003,9/30/2010,GT (937_),1,0,0,0,0,0,0,0,0,1,1
4625,2,5/1/1968,12/31/1976,GTA Coupe,1,0,0,0,0,0,0,0,0,1,1
3389,2,1/1/1978,2/28/1987,GTV (116_),1,0,0,0,0,0,0,0,0,1,1
1460,2,9/1/1994,10/31/2005,GTV (916_),1,0,0,0,0,0,0,0,0,1,1
7556,2,1/1/1952,12/31/1954,MATTA Open Off-Road Vehicle,1,0,0,0,0,0,0,0,0,1,1
30034,2,9/1/1986,12/31/1989,MILANO Saloon,1,0,0,0,0,0,0,0,0,1,0
7587,2,8/1/2008,null,MITO (955_),1,0,0,0,0,0,0,0,0,1,1
1819,2,12/1/1972,3/31/1979,MONTREAL (105_),1,0,0,0,0,0,0,0,0,1,1
3602,2,1/1/1992,12/31/1994,RZ,1,0,0,0,0,0,0,0,0,1,1
10181,2,1/1/1958,12/31/1961,SPIDER (102_),1,0,0,0,0,0,0,0,0,1,1
289,2,3/1/1966,12/31/1977,SPIDER (105_),1,0,0,0,0,0,0,0,0,1,1
293,2,1/1/1971,12/31/1993,SPIDER (115_),1,0,0,0,0,0,0,0,0,1,1
1461,2,9/1/1994,4/30/2005,SPIDER (916_),1,0,0,0,0,0,0,0,0,1,1
5567,2,3/1/2006,6/30/2010,SPIDER (939_),1,0,0,0,0,0,0,0,0,1,1
37292,2,12/1/2016,null,STELVIO (949_),1,0,0,0,0,0,0,0,0,1,1
3507,2,9/1/1988,8/31/1994,SZ,1,0,0,0,0,0,0,0,0,1,1
10044,2,1/1/1967,12/31/1983,A11 / A12 Platform/Chassis,1,0,0,0,0,0,0,0,0,1,0
3847,2,4/1/1985,12/31/1989,AR 6 Bus (280_),1,0,0,0,0,0,0,0,0,1,0
3848,2,4/1/1985,12/31/1989,AR 6 Box (280_),1,0,0,0,0,0,0,0,0,1,0
3849,2,4/1/1978,12/31/1989,AR 8 Box (280_),1,0,0,0,0,0,0,0,0,1,0
3850,2,4/1/1978,12/31/1989,AR 8 Platform/Chassis (280_),1,0,0,0,0,0,0,0,0,1,0
10045,2,1/1/1967,12/31/1983,F11 / F12 Bus,1,0,0,0,0,0,0,0,0,1,0
10046,2,1/1/1967,12/31/1983,F11 / F12 Box,1,0,0,0,0,0,0,0,0,1,0
30035,2,null,null,RL Saloon,1,0,0,0,0,0,0,0,0,0,0
9818,2,1/1/1956,12/31/1967,ROMEO 2 Bus,1,0,0,0,0,0,0,0,0,1,0
9819,2,1/1/1956,12/31/1967,ROMEO 2 Box,1,0,0,0,0,0,0,0,0,1,0
30038,2,9/1/1977,12/31/1979,SPORT Saloon,1,0,0,0,0,0,0,0,0,1,0
30039,2,9/1/1976,12/31/1979,SPRINT Coupe,1,0,0,0,0,0,0,0,0,1,0
14523,3974,1/1/2011,null,480,0,1,0,0,0,0,0,0,0,1,1
14524,3974,1/1/2011,null,640,0,1,0,0,0,0,0,0,0,1,1
14522,3974,1/1/2011,null,GHAZI,0,1,0,0,0,0,0,0,0,1,1
9749,3687,1/1/1950,12/31/1955,Series A,0,1,0,0,0,0,0,0,0,1,1
9753,3687,null,null,Series R,0,1,0,0,0,0,0,0,0,1,1
14652,4414,9/1/2010,null,ALPHEON,1,0,0,0,0,0,0,0,0,1,0
4102,866,9/1/1987,6/30/1992,B3 (E30),1,0,0,0,0,0,0,0,0,1,1
4103,866,9/1/1987,6/30/1992,B3 Estate (E30),1,0,0,0,0,0,0,0,0,1,1
4104,866,9/1/1987,6/30/1992,B3 Convertible (E30),1,0,0,0,0,0,0,0,0,1,1
4105,866,4/1/1993,5/31/1999,B3 (E36),1,0,0,0,0,0,0,0,0,1,1
4106,866,4/1/1993,3/31/1999,B3 Estate (E36),1,0,0,0,0,0,0,0,0,1,1
4107,866,4/1/1996,3/31/1999,B3 Coupe (E36),1,0,0,0,0,0,0,0,0,1,0
4108,866,4/1/1993,3/31/1999,B3 Convertible (E36),1,0,0,0,0,0,0,0,0,1,1
4191,866,3/1/1999,1/31/2006,B3 (E46),1,0,0,0,0,0,0,0,0,1,0
4637,866,3/1/1999,1/31/2006,B3 Estate (E46),1,0,0,0,0,0,0,0,0,1,1
4476,866,3/1/1999,1/31/2006,B3 Coupe (E46),1,0,0,0,0,0,0,0,0,1,1
4776,866,3/1/1999,12/31/2005,B3 Convertible (E46),1,0,0,0,0,0,0,0,0,1,1
9020,866,9/1/2007,2/28/2013,B3 (E90),1,0,0,0,0,0,0,0,0,1,1
9023,866,9/1/2007,5/31/2013,B3 Estate (E91),1,0,0,0,0,0,0,0,0,1,1
9022,866,9/1/2007,2/28/2014,B3 Coupe (E92),1,0,0,0,0,0,0,0,0,1,1
9021,866,9/1/2007,5/31/2013,B3 Convertible (E93),1,0,0,0,0,0,0,0,0,1,1
11913,866,3/1/2013,null,B3 (F30),1,0,0,0,0,0,0,0,0,1,1
11915,866,3/1/2013,null,B3 Estate (F31),1,0,0,0,0,0,0,0,0,1,1
11916,866,3/1/2014,null,B4 Coupe (F32),1,0,0,0,0,0,0,0,0,1,1
11917,866,3/1/2014,null,B4 Convertible (F33),1,0,0,0,0,0,0,0,0,1,1
5408,866,3/1/2005,9/30/2010,B5 (E60),1,0,0,0,0,0,0,0,0,1,1
5409,866,3/1/2005,9/30/2010,B5 Estate (E61),1,0,0,0,0,0,0,0,0,1,1
10170,866,9/1/2010,12/31/2016,B5 (F10),1,0,0,0,0,0,0,0,0,1,1
10171,866,9/1/2010,12/31/2016,B5 Estate (F11),1,0,0,0,0,0,0,0,0,1,1
37701,866,3/1/2017,null,B5 (G30),1,0,0,0,0,0,0,0,0,1,1
37702,866,3/1/2017,null,B5 Touring (G31),1,0,0,0,0,0,0,0,0,1,1
4109,866,3/1/1978,3/31/1983,B6 (E21),1,0,0,0,0,0,0,0,0,1,1
4110,866,11/1/1983,12/31/1990,B6 (E30),1,0,0,0,0,0,0,0,0,1,1
4111,866,3/1/1992,7/31/1993,B6 (E36),1,0,0,0,0,0,0,0,0,1,1
9843,866,4/1/2006,8/31/2010,B6 Coupe (E63),1,0,0,0,0,0,0,0,0,1,1
9741,866,4/1/2006,8/31/2010,B6 Convertible (E64),1,0,0,0,0,0,0,0,0,1,1
9845,866,9/1/2011,null,B6 Coupe (F13),1,0,0,0,0,0,0,0,0,1,1
9844,866,9/1/2011,null,B6 Convertible (F12),1,0,0,0,0,0,0,0,0,1,1
11919,866,4/1/2014,null,B6 Gran Coupe (F06),1,0,0,0,0,0,0,0,0,1,1
4112,866,12/1/1978,5/31/1982,B7 (E12),1,0,0,0,0,0,0,0,0,1,1
4113,866,4/1/1984,12/31/1987,B7 (E28),1,0,0,0,0,0,0,0,0,1,1
